FECHA_CORTE;ANIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CLASIFICACION_MUNICIPAL_MEF;TIPO_MUNICIPALIDAD;POBLACION;CUENTA_CON_PME;ANIO_INICIO_PME;ANIO_ACTUALIZACION_PME;ORDENANZA_APRUEBA_PME;FECHA_APROBACION_NORMATIVA_PME;CUENTA_PLAN_TRABAJO;TIPO_NORMATIVA_APRUEBA_PT;NUM_NORMATIVA_APRUEBA_PT;FECHA_APRUEBA_NORMATIVA_PT;FORMACION_PAEs;ESPACIOS_PUBLICOS;CAMPAÑAS_EVENTOS;FORMACION_PAJ;FORMACION_PAC;GASTO_PUBLICO_PROGRAMADO_PT;ESTADO_SEMAFORO
20240422;2023;081209;CUSCO;QUISPICANCHI;MARCAPATA;G;Distrital;4509;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;081210;CUSCO;QUISPICANCHI;OCONGATE;G;Distrital;15804;Si;2020;2023;006-2023MDO/Q;20230419;Si;Resolución de alcaldía;140-2023-MDO/Q;20230622;Si;Si;Si;Si;Si;38200.00;Cuenta con PME y con PT 
20240422;2023;081211;CUSCO;QUISPICANCHI;OROPESA;E;Distrital;7388;Si;2023;2023;0004-2023-A-MDO-C;20230317;Si;Resolución de alcaldía;0091-2023-A-MDO-Q/C;20230525;Si;Si;Si;Si;Si;25000.00;Cuenta con PME y con PT 
20240422;2023;081212;CUSCO;QUISPICANCHI;QUIQUIJANA;G;Distrital;11041;Si;2021;2023;008-2023-MDQ-Q;20230714;Si;Resolución de alcaldía;107-2023-A-MDQ/Q;20230720;Si;Si;Si;Si;Si;37926.00;Cuenta con PME y con PT 
20240422;2023;081301;CUSCO;URUBAMBA;URUBAMBA;B;Provincial;21310;Si;2023;2023;018-2023-MPU/A;20230628;Si;Resolución de alcaldía;334-2023-MPU/A;20230724;Si;Si;Si;Si;Si;14100.00;Cuenta con PME y con PT 
20240422;2023;081302;CUSCO;URUBAMBA;CHINCHERO;F;Distrital;9843;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;081303;CUSCO;URUBAMBA;HUAYLLABAMBA;G;Distrital;5304;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;081304;CUSCO;URUBAMBA;MACHUPICCHU;E;Distrital;8426;Si;2019;2023;003-2023-MDM-CM;20230323;Si;Resolución de alcaldía;135-2023-MDM-A;20230329;Si;Si;Si;Si;Si;9677.00;Cuenta con PME y con PT 
20240422;2023;081305;CUSCO;URUBAMBA;MARAS;G;Distrital;5869;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;081306;CUSCO;URUBAMBA;OLLANTAYTAMBO;G;Distrital;11286;Si;2021;2023;008-2023-MDO/U mod. 001-2024-MDO/U;20230911;Si;Resolución de alcaldía;230-2023-A-MDO/U;20230912;Si;No;Si;Si;Si;31100.00;Cuenta con PME y con PT 
20240422;2023;081307;CUSCO;URUBAMBA;YUCAY;E;Distrital;3372;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;A;Provincial;41005;Si;2017;2023;004-2023 CM/MPH;20230323;Si;Resolución de gerencia municipal;272-2023-GM/MPH;20230330;Si;Si;Si;Si;Si;19793.00;Cuenta con PME y con PT 
20240422;2023;090102;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;G;Distrital;4698;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090103;HUANCAVELICA;HUANCAVELICA;ACORIA;G;Distrital;37256;Si;2023;2023;007-2023/MDA;20230508;Si;Resolución de gerencia municipal;061-2023-GM-ALC/MDA;20230531;Si;Si;Si;Si;Si;12963.50;Cuenta con PME y con PT 
20240422;2023;090104;HUANCAVELICA;HUANCAVELICA;CONAYCA;E;Distrital;1204;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090105;HUANCAVELICA;HUANCAVELICA;CUENCA;G;Distrital;1929;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090106;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;F;Distrital;2867;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090107;HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;E;Distrital;719;Si;2023;2023;08-2023-MDH/CM;20230912;Si;Resolución de alcaldía;79-2023-A/MDH;20230912;Si;Si;Si;No;Si;13150.00;Cuenta con PME y con PT 
20240422;2023;090108;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;F;Distrital;862;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090109;HUANCAVELICA;HUANCAVELICA;LARIA;F;Distrital;1443;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090110;HUANCAVELICA;HUANCAVELICA;MANTA;G;Distrital;1863;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090111;HUANCAVELICA;HUANCAVELICA;MARISCAL CACERES;E;Distrital;1051;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090112;HUANCAVELICA;HUANCAVELICA;MOYA;F;Distrital;2522;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090113;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;G;Distrital;2710;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090114;HUANCAVELICA;HUANCAVELICA;PALCA;G;Distrital;3192;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090115;HUANCAVELICA;HUANCAVELICA;PILCHACA;F;Distrital;484;Si;2023;2023;003-2023-CM-MDP;20230314;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;Cuenta con PME, pero no con PT 
20240422;2023;090116;HUANCAVELICA;HUANCAVELICA;VILCA;G;Distrital;3039;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090117;HUANCAVELICA;HUANCAVELICA;YAULI;G;Distrital;34324;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;D;Distrital;12625;Si;2021;2023;013-2023/MDA;20230817;Si;Resolución de gerencia municipal;249-2023/MDA;20230929;Si;Si;Si;Si;Si;5000.00;Cuenta con PME y con PT 
20240422;2023;090119;HUANCAVELICA;HUANCAVELICA;HUANDO;G;Distrital;7643;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;B;Provincial;10189;Si;2019;2023;0006-2023/MPA.CM;20230405;Si;Resolución de gerencia municipal;0264-2023/MPA-HVCA-GM/GMGS;20230612;Si;Si;Si;Si;Si;10408.00;Cuenta con PME y con PT 
20240422;2023;090202;HUANCAVELICA;ACOBAMBA;ANDABAMBA;G;Distrital;5719;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090203;HUANCAVELICA;ACOBAMBA;ANTA;G;Distrital;9645;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090204;HUANCAVELICA;ACOBAMBA;CAJA;F;Distrital;2818;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090205;HUANCAVELICA;ACOBAMBA;MARCAS;F;Distrital;2386;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090206;HUANCAVELICA;ACOBAMBA;PAUCARA;F;Distrital;38247;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090207;HUANCAVELICA;ACOBAMBA;POMACOCHA;F;Distrital;3914;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090208;HUANCAVELICA;ACOBAMBA;ROSARIO;F;Distrital;7931;Si;2023;2023;007-2023-MDR;20230919;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;Cuenta con PME, pero no con PT 
20240422;2023;090301;HUANCAVELICA;ANGARAES;LIRCAY;B;Provincial;25162;Si;2020;2023;009-2023/MPAL;20230515;Si;Resolución de gerencia municipal;101-2023/MPAL/ALC/GM;20230627;Si;Si;Si;No;No;180743.00;Cuenta con PME y con PT 
20240422;2023;090302;HUANCAVELICA;ANGARAES;ANCHONGA;G;Distrital;8161;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090303;HUANCAVELICA;ANGARAES;CALLANMARCA;E;Distrital;752;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090304;HUANCAVELICA;ANGARAES;CCOCHACCASA;F;Distrital;2647;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090305;HUANCAVELICA;ANGARAES;CHINCHO;G;Distrital;3554;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090306;HUANCAVELICA;ANGARAES;CONGALLA;G;Distrital;4137;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;F;Distrital;1761;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;E;Distrital;2225;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090309;HUANCAVELICA;ANGARAES;JULCAMARCA;F;Distrital;1789;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090310;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;G;Distrital;7781;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090311;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;G;Distrital;2717;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090312;HUANCAVELICA;ANGARAES;SECCLLA;G;Distrital;3859;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;B;Provincial;3243;Si;2020;2023;005-2023-CM/MPC;20230609;Si;Resolución de alcaldía;040-2023-A/MPC;20230324;Si;Si;Si;Si;Si;2780.00;Cuenta con PME y con PT 
20240422;2023;090402;HUANCAVELICA;CASTROVIRREYNA;ARMA;G;Distrital;1429;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090403;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;F;Distrital;2260;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;G;Distrital;1442;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;G;Distrital;1225;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090406;HUANCAVELICA;CASTROVIRREYNA;COCAS;G;Distrital;910;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090407;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;G;Distrital;1665;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090408;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;F;Distrital;376;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090409;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;G;Distrital;1684;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;G;Distrital;437;Si;2023;2023;002-2023-MDSJ;20230320;Si;Resolución de alcaldía;066-2023/M.D.S.J;20230524;Si;Si;Si;No;Si;4300.00;Cuenta con PME y con PT 
20240422;2023;090411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;G;Distrital;2180;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090412;HUANCAVELICA;CASTROVIRREYNA;TANTARA;F;Distrital;712;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090413;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;F;Distrital;1587;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;B;Provincial;5921;Si;2020;2023;003-2023-MPCH/A;20230307;Si;Resolución de gerencia municipal;067-2023-GM/MPCH;20230322;Si;Si;Si;Si;Si;10766.00;Cuenta con PME y con PT 
20240422;2023;090502;HUANCAVELICA;CHURCAMPA;ANCO;G;Distrital;6564;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;G;Distrital;3387;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090504;HUANCAVELICA;CHURCAMPA;EL CARMEN;G;Distrital;3029;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090505;HUANCAVELICA;CHURCAMPA;LA MERCED;F;Distrital;1628;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090506;HUANCAVELICA;CHURCAMPA;LOCROJA;G;Distrital;4151;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090507;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;G;Distrital;7286;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090508;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;F;Distrital;1231;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;F;Distrital;4421;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090510;HUANCAVELICA;CHURCAMPA;PACHAMARCA;G;Distrital;2897;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090511;HUANCAVELICA;CHURCAMPA;COSME;G;Distrital;4113;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090601;HUANCAVELICA;HUAYTARA;HUAYTARA;B;Provincial;2094;Si;2020;2023;003-2023-MPH/A;20230320;Si;Resolución de alcaldía;111-2023-MPH/A;20230516;Si;Si;Si;Si;Si;50000.00;Cuenta con PME y con PT 
20240422;2023;090602;HUANCAVELICA;HUAYTARA;AYAVI;F;Distrital;593;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090603;HUANCAVELICA;HUAYTARA;CORDOVA;G;Distrital;2878;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090604;HUANCAVELICA;HUAYTARA;HUAYACUNDO ARMA;F;Distrital;466;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090605;HUANCAVELICA;HUAYTARA;LARAMARCA;E;Distrital;817;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090606;HUANCAVELICA;HUAYTARA;OCOYO;G;Distrital;2471;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090607;HUANCAVELICA;HUAYTARA;PILPICHACA;G;Distrital;3740;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090608;HUANCAVELICA;HUAYTARA;QUERCO;F;Distrital;1037;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090609;HUANCAVELICA;HUAYTARA;QUITO-ARMA;G;Distrital;762;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090610;HUANCAVELICA;HUAYTARA;SAN ANTONIO DE CUSICANCHA;G;Distrital;1665;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090611;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;G;Distrital;553;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090612;HUANCAVELICA;HUAYTARA;SAN ISIDRO;G;Distrital;1186;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090613;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;G;Distrital;2823;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090614;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;F;Distrital;654;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090615;HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;G;Distrital;975;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090616;HUANCAVELICA;HUAYTARA;TAMBO;F;Distrital;311;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090701;HUANCAVELICA;TAYACAJA;PAMPAS;B;Provincial;9272;Si;2019;2023;009-2023-MDT-CM;20230502;Si;Resolución de gerencia municipal;063-2023-MPT/GM;20230602;Si;Si;Si;Si;Si;18900.00;Cuenta con PME y con PT 
20240422;2023;090702;HUANCAVELICA;TAYACAJA;ACOSTAMBO;G;Distrital;4082;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090703;HUANCAVELICA;TAYACAJA;ACRAQUIA;G;Distrital;4980;Si;2023;2023;003-2023-CM/MDA;20230314;Si;Resolución de alcaldía;041-2023-A/MDA;20230331;Si;Si;Si;Si;No;3770.00;Cuenta con PME y con PT 
20240422;2023;090704;HUANCAVELICA;TAYACAJA;AHUAYCHA;G;Distrital;5581;Si;2023;2023;002-2023-MDA/CM;20230405;Si;Resolución de gerencia municipal;208-2023-GM/MDA/T;20230913;Si;No;Si;No;No;1500.00;Cuenta con PME y con PT 
20240422;2023;090705;HUANCAVELICA;TAYACAJA;COLCABAMBA;G;Distrital;12292;Si;2021;2023;005-2023-MDC/CM;20230510;Si;Resolución de gerencia municipal;159-2023-MDC/GM;20230601;Si;Si;Si;FD;FD;21454.00;Cuenta con PME y con PT 
20240422;2023;090706;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;F;Distrital;10311;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090707;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;G;Distrital;6490;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090709;HUANCAVELICA;TAYACAJA;HUARIBAMBA;G;Distrital;4442;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090710;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;E;Distrital;1863;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090711;HUANCAVELICA;TAYACAJA;PAZOS;F;Distrital;7232;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090713;HUANCAVELICA;TAYACAJA;QUISHUAR;E;Distrital;898;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090714;HUANCAVELICA;TAYACAJA;SALCABAMBA;G;Distrital;4553;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090715;HUANCAVELICA;TAYACAJA;SALCAHUASI;G;Distrital;3272;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090716;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;G;Distrital;2837;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090717;HUANCAVELICA;TAYACAJA;SURCUBAMBA;G;Distrital;4893;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090718;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;G;Distrital;9078;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090719;HUANCAVELICA;TAYACAJA;QUICHUAS;G;Distrital;4117;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090720;HUANCAVELICA;TAYACAJA;ANDAYMARCA;G;Distrital;2268;Si;2021;2023;003-2023-MDA/A;20230313;Si;Resolución de gerencia municipal;044-2023-MDA/GM;20230620;No;Si;Si;No;No;1500.00;Cuenta con PME y con PT 
20240422;2023;090721;HUANCAVELICA;TAYACAJA;ROBLE;F;Distrital;4410;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090722;HUANCAVELICA;TAYACAJA;PICHOS;F;Distrital;3477;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090723;HUANCAVELICA;TAYACAJA;SANTIAGO DE TUCUMA;F;Distrital;2103;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090724;HUANCAVELICA;TAYACAJA;LAMBRAS;G;Distrital;1531;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;090725;HUANCAVELICA;TAYACAJA;COCHABAMBA;G;Distrital;923;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;100101;HUANUCO;HUANUCO;HUANUCO;A;Provincial;88031;Si;2019;2023;003-2023-MPHCO;20230315;Si;Resolución de gerencia municipal;0056-2023-MPHCO-GM.;20230330;Si;Si;Si;Si;Si;179800.00;Cuenta con PME y con PT 
20240422;2023;100102;HUANUCO;HUANUCO;AMARILIS;D;Distrital;79086;Si;2019;2023;012-2023-MDA;20230420;Si;Resolución de gerencia municipal;143-2023-MDA/GM;20230713;Si;Si;Si;Si;Si;15000.00;Cuenta con PME y con PT 
20240422;2023;100103;HUANUCO;HUANUCO;CHINCHAO;G;Distrital;14018;Si;2020;2023;002-2023-MDCH/A.;20230327;Si;Resolución de alcaldía;0137-2023-MDCH/A;20230519;Si;Si;Si;Si;Si;20100.00;Cuenta con PME y con PT 
20240422;2023;100104;HUANUCO;HUANUCO;CHURUBAMBA;G;Distrital;28741;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;100105;HUANUCO;HUANUCO;MARGOS;F;Distrital;9963;Si;2021;2023;002-2023-MDM/A;20230324;Si;Resolución de alcaldía;"060-2023-MDM/A
";20230412;Si;Si;Si;Si;Si;6700.00;Cuenta con PME y con PT 
20240422;2023;100106;HUANUCO;HUANUCO;QUISQUI;G;Distrital;8344;Si;2019;2023;005-2023-MDQ.;20230210;Si;Resolución de alcaldía;0026-2023-A-MDQ;20230309;Si;Si;Si;Si;Si;5700.00;Cuenta con PME y con PT 
20240422;2023;100107;HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;G;Distrital;5543;Si;2019;2023;001-2023;20230314;Si;Resolución de alcaldía;077-2023-MDSFC/A;20230505;Si;Si;Si;Si;Si;4000.00;Cuenta con PME y con PT 
20240422;2023;100108;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;G;Distrital;8074;Si;2021;2023;006-2023-MDSPCH/A;20230331;Si;Resolución de alcaldía;0140-2023-MDSPCH/GM;20230630;Si;Si;Si;Si;Si;1000.00;Cuenta con PME y con PT 
20240422;2023;100109;HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;G;Distrital;20863;Si;2019;2023;005-2023-MDSMV/A;20230313;Si;Resolución de alcaldía;147-2023-MDSMV;20230330;Si;Si;Si;Si;Si;10005.00;Cuenta con PME y con PT 
20240422;2023;100110;HUANUCO;HUANUCO;YARUMAYO;G;Distrital;3121;No;NC;NC;NC;NC;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;No cuenta con PME
20240422;2023;100111;HUANUCO;HUANUCO;PILLCO MARCA;D;Distrital;27948;Si;2019;2023;007-2023-MDPM/CM.;20230427;Si;Resolución de gerencia municipal;200-2023-MDPM/GM;20230626;Si;Si;Si;Si;Si;5020.00;Cuenta con PME y con PT 
20240422;2023;100112;HUANUCO;HUANUCO;YACUS;G;Distrital;7347;Si;2019;2023;006-2023-MDY;20230602;No;NC;NC;NC;NC;NC;NC;NC;NC;NC;Cuenta con PME, pero no con PT 
